,id,review,rating,fresh,critic,top_critic,publisher,date
1868,57,"Writer-director David O. Russell's out-of-control filmmaking style is perfectly suited to a romantic-comedy involving mental illness, and he infuses the film with a sparky unpredictability that's echoed in the perfectly graded performances of the cast.",4/5,fresh,Rich Cline,0,Contactmusic.com,"November 26, 2012"
1869,57,"Smart, funny, great performances",4/5,fresh,Diana Saenger,0,ReviewExpress.com,"November 25, 2012"
1872,57,"Offers the satisfaction you'd expect from a romcom and feel-good sports movie, but Lawrence and Cooper's delicate treatment of their characters makes it far more than a fleeting source of entertainment.",4.5/5,fresh,Perri Nemiroff,0,Shockya.com,"November 24, 2012"
1873,57,"Silver Linings Playbook remains a very classy, acceptably funny slice of comic drama. But that eventual cop-out feels deeply unsatisfactory.",3/5,fresh,Donald Clarke,0,Irish Times,"November 24, 2012"
1878,57,"This is a date movie that caters to the needs of both men and women: American football and comedy, ballroom dancing and romance. Silver Linings Playbook covers all those bases -- and rises above them too.",4/5,fresh,Kate Muir,0,Times (UK),"November 23, 2012"
1879,57,"Seeing it a second time has made me love it even more, not always the case.",5/5,fresh,David Sexton,0,London Evening Standard,"November 23, 2012"
1880,57,"A charming, touching and funny film, which sits near the top end of the rom-com world.",3/5,fresh,Alex Zane,0,The Sun (UK),"November 22, 2012"
1881,57,There are times when it does something new with the genre - and it does make you care about the protagonists.,4/5,fresh,Christopher Tookey,0,Daily Mail (UK),"November 22, 2012"
1882,57,"A feelgood film that doesn't avoid life's harsh realities, Silver Linings Playbook is heartwarming winter treat.",5/5,fresh,Henry Fitzherbert,0,Daily Express (UK),"November 22, 2012"
1885,57,"If The Fighter, was Russell's take on a sports movie, then Silver Linings Playbook is his version of a romantic comedy, and a delightfully twisted one at that.",4/5,fresh,Mathew DeKinder,0,Suburban Journals of St. Louis,"November 22, 2012"
1887,57,Silver Linings Playbook is all things to all moviegoers. Please join the queues circling the blocks.,5/5,fresh,Nigel Andrews,0,Financial Times,"November 22, 2012"
1888,57,"It should be unwatchable. But in the sure hands of America's most effervescent humanist director, David O. Russell, it's unmissable.",5/5,fresh,Jamie Dunn,0,The Skinny,"November 22, 2012"
1889,57,A man's bi-polar disorder is supposed to give license to implausible and contrived histrionics. ,2/5,rotten,Boo Allen,0,Denton Record-Chronicle,"November 22, 2012"
1890,57,Silver Linings Playbook is always interesting and full of humanity in all its shades. It has plenty of black humour and it's superbly acted.,5/5,fresh,Roz Laws,0,Birmingham Post,"November 22, 2012"
1891,57,"Might at first look like proper cinema red in tooth and claw, but underneath it's a bundle of matted fleece and bleating.",2/5,rotten,Robbie Collin,0,Daily Telegraph (UK),"November 22, 2012"
1892,57,"A hugely enjoyable, warm-hearted romantic comedy-drama with a refreshing honesty towards its subject matter and a pair of terrific performances from Bradley Cooper and Jennifer Lawrence.",4/5,fresh,Matthew Turner,0,ViewLondon,"November 22, 2012"
1893,57,"This is a date movie that doesn't offer the sophistication it thinks it does, but is as enjoyable and good-natured as the genre requires.",3/5,fresh,Peter Bradshaw,0,Guardian,"November 22, 2012"
1895,57,Silver Linings Playbook paves a highly entertaining road to recovery for its characters - one you will be glad to have helped sponsor.,4.5/5,fresh,Kofi Outlaw,0,ScreenRant,"November 21, 2012"
1896,57,With a truly awkward script and no chemistry between the leads this Thanksgiving arrival is a turkey.,1/5,rotten,Daniel M. Kimmel,0,New England Movies Weekly,"November 21, 2012"
1901,57,An intelligent and well-crafted film that seeks to inspire audiences by finding the humor amid the prevailing bittersweetness of life. ,4/5,fresh,Mike Scott,0,Times-Picayune,"November 21, 2012"
1908,57,Just the sort of rom-com you'd expect from a director who once came to blows with George Clooney.,4/5,fresh,Elliott Noble,0,Sky Cinema,"November 21, 2012"
1909,57,Just about everybody in the cast of David O. Russell's strange and disturbing and deeply romantic new film has the chance to act with a capital A.,4.5/5,fresh,Richard Roeper,1,Richard Roeper.com,"November 21, 2012"
1913,57,"For a movie that seems at times to have no idea what it's trying to do, ""Silver Linings Playbook"" is compulsively watchable.",4.5/5,fresh,Bill Goodykoontz,1,Arizona Republic,"November 20, 2012"
1917,57,"The film is just as clumsy about psychological issues as Hollywood movies generally are, but Jennifer Lawrence's performance makes all that moot.",3.5/5,fresh,Liz Braun,0,Jam! Movies,"November 20, 2012"
1924,57,Silver Linings Playbook is a rare thing indeed - a romantic comedy that completely delivers on both sides of the equation. ,5/5,fresh,Andy Lea,0,Daily Star,"November 20, 2012"
1925,57,A deliriously funny and disarmingly poignant love story that's sure to brighten the outlook of even the hardest cynic.,5/5,fresh,Stella Papamichael,0,Digital Spy,"November 20, 2012"
1928,57,"The ending is a bust, but there's a wealth of good stuff here.",3/5,fresh,Phil Brown,0,Little White Lies,"November 19, 2012"
1929,57,"Cooper and Lawrence have a nice, believable chemistry, and by the time they get to the dance competition it's surprising how tense it is and much you are rooting for them.",4/5,fresh,Siobhan Synnot,0,Scotsman,"November 19, 2012"
1930,57,"Jennifer Lawrence is the standout in a tonally uneven, eccentric romantic dramedy that fuses The Fisher King with Romy And Michele's High School Reunion.",3/5,fresh,Damon Wise,0,Empire Magazine,"November 19, 2012"
1934,57,Silver Linings Playbook is Cooper and Lawrence's show.,4/5,fresh,Matt Patches,0,Hollywood.com,"November 16, 2012"
1937,57,"It's smart, edgy, and filled with some of the best performances of the year",4.5/5,fresh,Brian Tallerico,0,HollywoodChicago.com,"November 16, 2012"
1938,57,Offbeat dramedy mixes light and dark; some intense moments.,4/5,fresh,,0,Common Sense Media,"November 16, 2012"
1939,57,"What starts off as a serious examination of mental illness turns into an entirely different movie, one with nearly the exact same third act as ""High School Musical."" ",2/5,rotten,Stephen Silver,0,EntertainmentTell,"November 16, 2012"
1944,57,"Consistently funny and, as it builds to its conclusion, also very sweet fun.",3.5/5,fresh,Kimberley Jones,0,Austin Chronicle,"November 16, 2012"
1947,57,"'Silver Linings Playbook' is fun, sharp and sometimes moving, but it's not reinventing any kind of wheel.",3.5/5,fresh,Glenn Kenny,1,MSN Movies,"November 16, 2012"
1961,57,"Dramatic, emotional, even heartbreaking, as well as wickedly funny, it has the gift of going its own way, a complete success from a singular talent.",5/5,fresh,Kenneth Turan,1,Los Angeles Times,"November 15, 2012"
1966,57,"Silver Linings Playbook,"" the exuberant new movie from David O. Russell, does almost everything right.",5/5,fresh,Manohla Dargis,1,New York Times,"November 15, 2012"
1968,57,Anyone seeking proof that a movie can transcend its subject should look to Silver Linings Playbook.,4/5,fresh,Ben Kenigsberg,0,Time Out Chicago,"November 15, 2012"
1975,57,A solid cast delivers in a movie that is thoroughly enjoyable if not consistently great.,4/5,fresh,Kristian Harloff,0,Schmoes Know,"November 14, 2012"
1976,57,"It's not often that a movie can affect you and make you laugh out loud all at once, but ""Silver Linings Playbook"" coordinates the task with ease.",4.5/5,fresh,Mark Ellis,0,Schmoes Know,"November 14, 2012"
1977,57,"Most of the way, the film's deficiencies are survivable if only for Jennifer Lawrence and some fleeting moments of emotional clarity and bracing conflict.",2.5/5,rotten,Mark Keizer,0,Boxoffice Magazine,"November 14, 2012"
1980,57,"A razor sharp, unfiltered exploration of recovery and reconciliation. ",4.5/5,fresh,Mark Sells,0,The Reel Deal,"November 14, 2012"
1986,58,Another Allen gem.,4/5,fresh,Ian Nathan,0,Empire Magazine,"August 12, 2008"
1993,58,A paean to the loveable losers in show biz who give it all they've got but still cup up short.,3/5,fresh,,0,Spirituality and Practice,"March 25, 2004"
1994,58,A modest but often side-splitting effort from the neurotic comic.,4/5,fresh,Dan Lybarger,0,Nitrate Online,"December 1, 2003"
1995,58,"Good, but not great Allen film.",4/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","August 14, 2003"
1996,58,Even the swamps of New Jersey look beautiful.,5/5,fresh,Janet Maslin,1,New York Times,"May 20, 2003"
1997,58,One of Woody Allen's very best ... which puts it in some pretty good company.,5/5,fresh,Scott Weinberg,0,eFilmCritic.com,"July 26, 2002"
1999,58,A smaller work in Allen's stable,3.5/5,fresh,Christopher Null,0,Filmcritic.com,"October 7, 2001"
2008,59,"As ever with Zhang, the supposedly heroic action is rife with visual and thematic subversion.",4/5,fresh,David Parkinson,0,Empire Magazine,"January 16, 2009"
2011,59,A devastating first feature ...,5/5,fresh,,0,TV Guide,"July 30, 2003"
2026,61,"As a forced, unnecessary addition to the series, it lacks a satisfying relationship to its predecessors while simply rehashing the original's plot ...",2.5/5,rotten,Christopher Campbell,0,Cinematical,"September 17, 2007"
2029,61,Director James Wong enjoys organizing dangerous objects and circumstances into precariously menacing Rube Goldberg arrangements.,3/5,fresh,Jonathan Kiefer,0,Sacramento News &amp; Review,"May 12, 2006"
2033,61,"In its own morbid little way, this is very much a stand-up-and-cheer -- or shriek, as the case may be -- kind of film.",2.5/5,rotten,Marc Savlov,0,Austin Chronicle,"March 4, 2006"
2034,61,This film is the least of the three: it lacks the novelty of the first film and the cleverly morbid humor of the second one.,2/5,rotten,Michael W. Phillips,0,Goatdog's Movies,"February 25, 2006"
2035,61,Who needs an intriguing story line when an everyday piece of equipment can be used to splatter someone's head like a festering zit?,1/5,rotten,Steve Newton,0,Georgia Straight,"February 25, 2006"
2038,61,"Enjoyable threequel which delivers handsomely on the demands of the franchise: an attractive cast, inventive direction, a dark sense of humour and increasingly nasty death sequences.",4/5,fresh,Matthew Turner,0,ViewLondon,"February 18, 2006"
2041,61,"If you like splatter flicks, this is for you.",2.5/5,fresh,Eric Lurio,0,Greenwich Village Gazette,"February 18, 2006"
2042,61,"With inventive ideas like this, the series can clearly run and run. But they really need to take it to another level now.",3.5/5,fresh,Rich Cline,0,Shadows on the Wall,"February 18, 2006"
2047,61,"Depends on your tolerance for some very ... uh ... juicy deaths and flying viscera. Face it, you're not watching this for deep meaning.",3.5/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","February 15, 2006"
2053,61,The Final Destination series caters to its target audience without insulting it -- which is why the flicks make so much damn money.,3.5/5,fresh,Scott Weinberg,0,eFilmCritic.com,"February 12, 2006"
2054,61,"[Director] Wong and [writer] Morgan honed their skills on The X-Files, Millenium and The Commish and it shows in their ability to create suspense and tension as well as carnage.",3/5,fresh,Louis B. Hobson,0,Jam! Movies,"February 10, 2006"
2057,61,Might this be the final Final Destination? Don't bet on it.,2/5,rotten,Roger Moore,1,Orlando Sentinel,"February 10, 2006"
2061,61,At least the audience I was with laughed more than it screamed.,2.5/5,rotten,Jim Slotek,0,Jam! Movies,"February 10, 2006"
2063,61,"The third time around is not the charm, but we can only hope this will be the FINAL final destination.",2/5,rotten,Cherryl Dawson,0,TheMovieChicks.com,"February 10, 2006"
2064,61,The original film had pathos and humor; this is gratuitous and silly rather than engaging and funny.,2.5/5,rotten,Tim Cogshell,0,Boxoffice Magazine,"February 10, 2006"
2066,61,"Granted, nothing here is going to go down in history as a horror classic. But as far as dead-teen flicks go, this is one pretty lively affair.",3.5/5,fresh,Randy Cordova,1,Arizona Republic,"February 10, 2006"
2074,61,it's easily the funniest movie of the year,3.5/5,fresh,Kevin Carr,0,7M Pictures,"February 10, 2006"
2076,61,The law of diminishing returns is in full effect here.,2.5/5,rotten,Josh Bell,0,Las Vegas Weekly,"February 10, 2006"
2079,61,It's official: this is a horror series that actually won't disappoint.,4/5,fresh,David Cornelius,0,eFilmCritic.com,"February 9, 2006"
2086,61,It's more dead teenagers and lunatic determinism in this grim third installment of the enjoyably preposterous Final Destination franchise.,2.5/5,rotten,Nathan Lee,1,New York Times,"February 9, 2006"
2111,63,"What's left is a lot of moral grappling, not all of which has one iota of relevance to the plot.",2/5,rotten,Rob Gonsalves,0,eFilmCritic.com,"July 30, 2007"
2114,63,"Messy, but still strangely appealing",3/5,fresh,Clint Morris,0,Moviehole,"April 27, 2003"
2115,63,"Unjustly dismissed and really quite watchable, despite Brad Pitt's silly Irish accent.",3/5,fresh,Rob Vaux,0,Flipside Movie Emporium,"January 16, 2003"
2154,64,I was wrong: There are worse things than Mr. Magoo.,0/5,rotten,Marc Savlov,0,Austin Chronicle,"January 1, 2000"
2156,64,One sad sad spoof that I could have lived without.,1/5,rotten,Christopher Null,0,Filmcritic.com,"January 1, 2000"
2176,65,"In the hands of Adams, the evolution elicits as much sympathy as it does laughter, largely because she grounds every pivotal moment in wide-eyed kindness and generosity, pushing us to care about her fate.",3.5/5,fresh,Katherine Monk,0,Canada.com,"December 10, 2014"
2178,65,Delightful stuff.,3/5,fresh,Jim Schembri,0,The Age (Australia),"December 10, 2014"
2179,65,This delightfully funny and smart family film certainly lives up to its title. ,4/5,fresh,Mark Adams,0,Daily Mirror (UK),"December 10, 2014"
2181,65,"The result is a fresh, feel-good crowd-pleaser that pokes affectionate fun at fairytale conventions while remaining true to their spirit.",4/5,fresh,Henry Fitzherbert,0,Daily Express (UK),"December 10, 2014"
2182,65,"Narrated by Julie Andrews with Marsden gleefully camping it up and Adams the personification of winning charm, only a Scrooge would deny the film possesses oodles of fun and wit. It's just not as enchanting as it deserves to be.",3/5,fresh,Mike Davies,0,Birmingham Post,"December 10, 2014"
2183,65,"Sometimes the big studios get it right. Enchanted is a high-concept fish-out-of-water tale that works on so many levels it's dizzying. Plus, it features a breakout performance by the luminous Amy Adams.",4/5,fresh,Glenn Sumi,0,NOW Toronto,"December 10, 2014"
2185,65,Amy Adams is a star in the making.,4/5,fresh,Margaret Pomeranz,0,At the Movies (Australia),"December 10, 2014"
2186,65,This large-scale Disney family film is sheer delight.,4/5,fresh,David Stratton,0,At the Movies (Australia),"December 10, 2014"
2188,65,"Enchanted is a sweet romantic fable, with some loveable performances and some genuine good humour.",4/5,fresh,Andrew Hedley,0,Flicks.co.nz,"December 10, 2014"
2189,65,"Warm, funny and delightfully nostalgic, this is a must-watch this Christmas for the whole family.",4/5,fresh,Christopher Whitmore,0,MovieFIX,"December 10, 2014"
2190,65,"Amy Adams is the reason to see Enchanted, the only reason, but she is so good and committed to a role most actress would play with a knowing smirk, that reason is more than enough.",3/5,fresh,Christopher Borrelli,0,Toledo Blade,"December 10, 2014"
2194,65,It's the simple charm and humour of the tale that lingers in the memory.,4/5,fresh,Sue Robinson,0,Radio Times,"November 26, 2013"
2197,65,Enchanted still provides a pleasant twist on Walt Disney's traditional output and has enough decent performances from its cast to raise titters and smiles from even the most grumpy movie-goers.,3/5,fresh,Alex Fletcher,0,Digital Spy,"July 14, 2011"
2200,65,"Snobs will hate it because of its happily ever after ending. Everyone else will love it for the exact same reason. After all, a little fantasy never hurt anyone.",4/5,fresh,Matthew Pejkovic,0,Matt's Movie Reviews,"July 6, 2010"
2203,65,"As close as you can get to a family-friendly, live-action satire of Disney animation, made all the better since Disney itself made the film.",4.5/5,fresh,Vic Holtreman,0,ScreenRant,"October 18, 2008"
2205,65,"It is rare for me to use a term like 'magical' to describe a film, but this movie deserves it.",4/5,fresh,Kevin Carr,0,7M Pictures,"August 17, 2008"
2209,65,"There is no doubt about it - Amy Adams is the sole reason Walt Disney Pictures' ""Enchanted"" is so, well, enchanting.",3.5/5,fresh,Adam Tobias,0,Watertown Daily Times,"May 20, 2008"
2210,65,[T]hink of it as The Purple Rose of Cairo for kids.,4/5,fresh,Alonso Duralde,0,MSNBC,"May 1, 2008"
2213,65,A delightful family-friendly holiday confection.,4.5/5,fresh,Annlee Ellingson,0,Boxoffice Magazine,"April 3, 2008"
2218,65,"For a movie filled with magical occurences, Enchanted commits a cardinal sin: It forgets to cast a spell on the audience.",2/5,rotten,David Fear,1,Time Out,"January 18, 2008"
2221,65,It's Adams who casts the spell.,3/5,fresh,Jules Brenner,0,Cinema Signals,"January 14, 2008"
2222,65,"With its latest movie, Enchanted, Disney is having some fun at its own expense. Gentle fun, it has to be said.",3/5,fresh,Sandra Hall,0,Sydney Morning Herald,"January 4, 2008"
2227,65,"The animated sequences are disappointingly flat, the real-life parts underwritten, but Amy Adams works hard and keeps a straight face in the lead, and the time passes amiably enough.",3/5,fresh,Robert Hanks,0,Independent (UK),"December 14, 2007"
2231,65,Overhyped family movie covered in a cellophane shrink-wrap of corporate Disney plastic-ness.,2/5,rotten,Peter Bradshaw,0,Guardian,"December 14, 2007"
2232,65,"Beginning like the classic animated stories, with a beautiful princess being rescued by a handsome prince, it raises a laugh immediately with a brilliant send-up of the saccharin duets the young lovers usually sing.",5/5,fresh,The Sneak,0,The Sun (UK),"December 14, 2007"
2233,65,Susan Sarandon is terrific as the Evil Queen; Timothy Spall pops up like a well-used wart; and James Marsden is the terrifically thick and handsome Prince.,4/5,fresh,James Christopher,0,Times (UK),"December 14, 2007"
2234,65,"It's not quite as enchanted or magical as it could have been, but this family romp still manages to be good fun, and is lifted by fantastic turns from Amy Adams and James Marsden.",3.5/5,fresh,Saxon Bullock,0,Film4,"December 14, 2007"
2237,65,"Subversive enough for older brother, sweet enough for kid sis, this cine-panto's a safe if not spectacular choice for a Chrimbo family outing. The cartoon chipmunk almost steals it, but Adams' dippy dazzle is the movie's heart, soul and lungs.",3/5,fresh,Matthew Leyland,0,Total Film,"December 13, 2007"
2238,65,Enchanted? You will be.,3/5,fresh,Tim Evans,0,Sky Cinema,"December 13, 2007"
2239,65,"Thoroughly delightful and entertaining, this is exactly the type of movie Walt Disney would make if he were alive today.",4/5,fresh,Roger Tennis,0,Cinemaclips.com,"December 12, 2007"
2241,65,For the most part this is a perky delight that takes a cheeky glee in biting the gloved hand that feeds.,3/5,fresh,Neil Smith,0,BBC.com,"December 11, 2007"
2242,65,Enchanting for most of its running time.,3/5,fresh,Michael W. Phillips,0,Goatdog's Movies,"December 4, 2007"
2243,65,"The dedicated fairy tale fan will have tons of fun spotting all the references. Adams, meanwhile, gives one of the comedy performances of the year.",3/5,fresh,Olly Richards,0,Empire Magazine,"December 4, 2007"
2249,65,Enchanted offers us five-stars worth of Amy Adams in four-stars worth of movie. That's not a bad average.,4/5,fresh,Ken Hanke,0,"Mountain Xpress (Asheville, NC)","November 28, 2007"
2252,65,"The kids and adults can dig this one, though adults may be stricken with Disney deja vu by this point.",3/5,fresh,Matthew Sorrento,0,Film Threat,"November 27, 2007"
2253,65,"To my pleasure, the delightful Enchanted stands out in a season full of violent and drug-ridden movies.",4/5,fresh,Diana Saenger,0,ReviewExpress.com,"November 26, 2007"
2260,65,A surprisingly entertaining movie that possesses the trademark Disney magic while administering a few well-deserved jabs in the ribs at the same time.,3.5/5,fresh,David Medsker,0,Bullz-Eye.com,"November 24, 2007"
2264,65,...winsomely clever...,3/5,fresh,Jim Lane,0,Sacramento News &amp; Review,"November 23, 2007"
2268,65,"I walked in there all crabby, tired, bitter, and sad, and I walked out with a beatific smile on my face that not even Beowulf could remove entirely.",5/5,fresh,Karina Montgomery,0,Cinerina,"November 22, 2007"
2283,65,Charming. I wanted to sing all the way home and make some clothes out of my favorite curtains.,3.5/5,fresh,Cherryl Dawson,0,TheMovieChicks.com,"November 21, 2007"
2289,65,"Enchanted hits every high note, and a great family film that entertains both the kids and adults is something we can all be truly thankful for.",3.5/5,fresh,Kim Voynar,0,Cinematical,"November 21, 2007"
2292,65,Cute and clever enough to enchant little girls -- not to mention their mothers.,3/5,fresh,Elizabeth Weitzman,1,New York Daily News,"November 21, 2007"
2297,65,"It's novel, it's amusing and it can't help but peter out in the third act as the screenplay trucks toward a Big Apple showdown between good and evil. By this time, Enchanted is merely coasting on Adams' considerable charm. It's enough.",3/5,fresh,Kevin Williamson,0,Jam! Movies,"November 21, 2007"
2303,65,The jokes rarely miss and the result is a refreshingly sardonic fairy tale.,3.5/5,fresh,Toddy Burton,0,Austin Chronicle,"November 21, 2007"
2309,65,Its success is largely due to the casting of Amy Adams who is simply sensational. She weaves some serious movie magic into this thing.,3/5,fresh,Pete Hammond,0,Maxim,"November 21, 2007"
2310,65,[Adams has] got a wild-eyed spark that suggests she's probably game for just about anything. I hope Hollywood doesn't sand her down too much and turn her into a bland star.,4.5/5,fresh,Dave White,0,Movies.com,"November 21, 2007"
2312,65,Adorable fairy tale is a fabulous family flick.,4/5,fresh,Sandie Angulo,0,Common Sense Media,"November 20, 2007"
2313,65,"While the tongue-in-cheek comedy plays a major role, there's also a warm, charming story here that makes the movie much more than simple satire.",4/5,fresh,Joshua Tyler,0,CinemaBlend,"November 20, 2007"
2314,65,Enchanted is a sugar spun delight. It's as fluffy as a bunch of newborn bunnies and as cute as an entire collection of buttons.,3.5/5,fresh,Bill Gibron,0,PopMatters,"November 20, 2007"
2318,65,"a great, clever concept, and it's family fun",3.5/5,fresh,Anne Gilbert,0,Filmcritic.com,"November 20, 2007"
2323,65,"The best Disney fantasy-musical since Mary Poppins, a hilarious, dazzling send-up of the thing that made Disney what it is today fairy-tale princesses.",4/5,fresh,Roger Moore,1,Orlando Sentinel,"November 20, 2007"
2332,65,"One of those rare pieces of 'all ages entertainment' that will actually work for all ages, Enchanted succeeds most of all as a showcase for its superb leading lady.",3.5/5,fresh,Geoff Berkshire,0,Metromix.com,"November 20, 2007"
2336,65,"When it's funny, it's good. But when it takes a turn for the heartwarming, it feels more like a Disney knockoff than a send-up.",3/5,fresh,Kerry Lengel,1,Arizona Republic,"November 20, 2007"
2349,65,This witty romantic romp playfully spins its story with the required cuteness constantly subverted by a very sharp script.,4/5,fresh,Rich Cline,0,Shadows on the Wall,"October 27, 2007"
2350,65,Enchanted is an enjoyable comedy with several hilarious gags and a genuinely charming performance from Amy Adams. Worth seeing.,3/5,fresh,Matthew Turner,0,ViewLondon,"October 20, 2007"
2352,67,"Overall, I recommend Devil's Due if you won't mind that the film isn't scary and that it doesn't offer anything new.",2.5/5,fresh,Zena Dixon,0,Real Queen of Horror,"October 14, 2018"
2354,67,"Tiresomely and implausibly shot entirely as if found footage, this female-written horror is Rosemary's Baby for the Paranormal Activity generation.",2/5,rotten,Larushka Ivan-Zadeh,0,Metro (UK),"September 6, 2017"
2356,67,"For the most part, Devil's Due unfolds more like a scripted reality series than a horrifying tale.",2/5,rotten,Debashine Thangevelo,0,Independent Online (South Africa),"March 28, 2016"
2357,67,"Devil's Due, the latest from the filmmaking team known as Radio Silence, is a perfectly serviceable horror movie with some rather neat mythology that unfortunately gets lost in the trappings of its own storytelling format.",2.5/5,rotten,Heather Wixson,0,Daily Dead,"January 8, 2016"
2362,67,[T]he small achievement of Devil's Due is how much it both exploits the video-cam approach and overcomes some of its limitations.,3.0/5,fresh,Scott Tobias,0,The Dissolve,"January 31, 2014"
2366,67,"It's certainly not the worst of the found-footage subgenre, but it's a far cry from its Sixties- and Seventies-era cinematic inspirations.",2/5,rotten,Marc Savlov,0,Austin Chronicle,"January 23, 2014"
2369,67,"As more and more films use this conceit, the premise of someone filming at all salient moments becomes more and more strained, until the device itself becomes not just derivative, but positively cumbersome.",2/5,rotten,Andrea Chase,0,Killer Movie Reviews,"January 21, 2014"
2370,67,"Throw in an abandoned house in the neighborhood that is suddenly occupied, a vanishing obstetrician and a first communion ceremony that goes terribly wrong, and the chill factor quickly rises.",3.5/5,fresh,Randy Cordova,1,Arizona Republic,"January 21, 2014"
2371,67,"The Devil may have all the best tunes, but this really is the worst sort of cinematic karaoke.",1/5,rotten,Ali Catterall,0,Total Film,"January 19, 2014"
2374,67,"While horror newbies may find the unfolding incubus antics moderately scary, others will be distracted by the frankly terrifying levels of recycling ...",3/5,rotten,Mark Kermode,0,Observer (UK),"January 19, 2014"
2380,67,like watching the Pamela Anderson and Tommy Lee sex tape... without the sex,0.5/5,rotten,Kevin Carr,0,Fat Guys at the Movies,"January 17, 2014"
2383,67,"Consider this one stillborn, and put your faith in better horror offerings to come. The real devil is ever having to view this movie.",1/5,rotten,Kofi Outlaw,0,ScreenRant,"January 17, 2014"
2386,67,Boasts a bellyful of unintentional laughs.,2/5,rotten,Charlotte O'Sullivan,0,London Evening Standard,"January 17, 2014"
2392,67,"An ordinary, forgettable horror film. Even the Devil deserves more than this.",2/5,rotten,Kim Newman,0,Empire Magazine,"January 16, 2014"
2393,67,It is very derivative -- but it has been made with diabolical amounts of energy.,3/5,fresh,Geoffrey Macnab,0,Independent (UK),"January 16, 2014"
2394,67,"It's as substantial as seeing The Exorcist redone on Snapchat - and let's not even consider the implication of casting black and Latino performers as Satan's minions, because clearly its makers haven't.",2/5,rotten,Mike McCahill,0,Guardian,"January 16, 2014"
2395,67,"While it's generally well made and pulls off a couple of decent jumps, it's also riddled with plot holes, painfully derivative and lacking the requisite chills.",2/5,rotten,Matthew Turner,0,ViewLondon,"January 16, 2014"
2396,67,"While it plays by the occult numbers too frequently to create any real sense of dread, the filmmakers summon up enough fresh fiendishness to sustain the interest.",3/5,fresh,Elliott Noble,0,Sky Cinema,"January 16, 2014"
2397,67,"The found-footage genre means anyone can now make a horror film. Whether anyone will want to watch it is another issue. This one, allowing for Rosemary's Baby borrowings, is medium-crafty and well crafted.",3/5,fresh,Nigel Andrews,0,Financial Times,"January 16, 2014"
2398,67,"Oscillates between the jolting and the absurd, bottoming out with a nonsensical coda ...",2/5,rotten,Tim Robey,0,Daily Telegraph (UK),"January 16, 2014"
2399,67,"From poor conception through to shoddy delivery, Devil's Due is a tedious and wholly derivative horror experience.",1/5,rotten,Rob Carnevale,0,The List,"January 16, 2014"
2405,68,"Uunevenly paced, mounts slowly to a sizzling prizefight sequence, which comes somewhere about the middle, then sags off to a long-drawn, agonized finish.",2/5,rotten,Bosley Crowther,1,New York Times,"March 25, 2006"
2410,70,This bullwhip-cracking action-adventure launched the series starring Harrison Ford.,4/5,fresh,Kate Muir,0,Times (UK),"July 8, 2016"
2416,70,"There is a charm and vitality to Raiders of the Ark, which Spielberg later admitted was ""the first movie where I actually shot the movie without thinking"".",5/5,fresh,Martin Chilton,0,Daily Telegraph (UK),"December 24, 2013"
2419,70,"Hold on tight, because it starts at full throttle and never lets up.",5/5,fresh,Alan Jones,0,Radio Times,"August 4, 2013"
2422,70,"As action adventure goes, it's about the best there is.",4/5,fresh,Derek Malcolm,0,London Evening Standard,"September 21, 2012"
2423,70,The first and finest Indiana Jones adventure.,5/5,fresh,Robbie Collin,0,Daily Telegraph (UK),"September 20, 2012"
2424,70,"The boulder has never looked bigger, the guns have never sounded louder and Indy's whip has never cracked sharper than they do here.",5/5,fresh,Neil Smith,0,Total Film,"September 19, 2012"
2425,70,"If Lucas is Raiders' guts and Kasdan its head, then Spielberg is its beating heart. Little wonder Part IV is still on the cards.",5/5,fresh,Mark Dinning,0,Empire Magazine,"September 16, 2012"
2426,70,"Raiders is a classic and repeated viewings, especially when presented properly on the big screen, only reinforce this further.",5/5,fresh,Thomas Caldwell,0,Cinema Autopsy,"June 29, 2012"
2429,70,"It is the classic film [by] Lucas, Spielberg...back before they were replaced by automatons put here by aliens.",5/5,fresh,Widgett Walls,0,Needcoffee.com,"May 17, 2011"
2430,70,Indy's first adventure is a rip-roaring action masterpiece.,5/5,fresh,Randy White,0,Common Sense Media,"January 2, 2011"
2436,70,The most purely fun movie ever made.,5/5,fresh,Rob Gonsalves,0,eFilmCritic.com,"May 6, 2008"
2440,70,"With an unforgettable opening sequence in which our hero flees through a trap-filled tunnel from a great ball of rock, Raiders Of The Lost Ark is a film which wastes no time and never lets go of our attention.",5/5,fresh,Jennie Kermode,0,Eye for Film,"December 7, 2007"
2443,70,"What follows is one breathtaking action sequence after another, each one surpassing the next in thrills.",4.5/5,fresh,Andy Kurtz,0,Bullz-Eye.com,"February 3, 2007"
2450,70,You'd have to be a heathen to argue with the fact that Raiders of the Lost Ark stands as the best action-adventure movie ever made.,5/5,fresh,Christopher Null,0,Filmcritic.com,"October 18, 2003"
2451,70,Most viewers are powerless to resist the kinetic pleasures of this endlessly inventive action adventure.,4.5/5,fresh,,0,TV Guide,"July 30, 2003"
2452,70,Imaginitive set pieces and a quick pace make this a wonderful debut for the series.,5/5,fresh,Dan Lybarger,0,Nitrate Online,"July 2, 2003"
